,trust,group,score,dc_score,bc_score,pr_score
26,0,4,0.17297194507679092,0.16833667334669336,0.0024757854949822313,0.0021594862351153256
27,1,3,0.13130320597540146,0.1282565130260521,0.0013265098996369969,0.0017201830497123724
28,1,1,0.13927259053002758,0.13627254509018036,0.0011948361000690814,0.0018052093397781539
29,1,2,0.2859702715402108,0.27655310621242485,0.006103230206426194,0.0033139351213597934
30,1,3,0.10609791486375443,0.10420841683366733,0.00044652209525603047,0.001442975934831074
31,0,4,0.10664385277987598,0.10420841683366733,0.000968445296383588,0.0014669906498250762
32,0,4,0.16117950670556522,0.156312625250501,0.002819522110658355,0.0020473593444058705
33,1,3,0.25744030490775016,0.24849699398797592,0.005868010985628204,0.0030752999341460267
34,0,3,0.20931818513080389,0.20440881763527052,0.002371261798845981,0.002538105696687383
35,1,1,0.13516376987269876,0.13226452905811623,0.0011326195802969477,0.0017666212342856004
36,1,2,0.10615365993965696,0.10420841683366733,0.000515224767335622,0.001430018338654011
37,1,3,0.09806500960453088,0.09619238476953906,0.0005143402739327505,0.0013582845610590603
38,0,4,0.1696855385281096,0.16432865731462926,0.0031540595241410824,0.0022028216893392773
39,1,2,0.23438057164792103,0.2284569138276553,0.0031690301840684894,0.0027546276361972355
40,1,1,0.25650574270215293,0.24849699398797592,0.004943952618559322,0.0030647960956176616
41,1,1,0.04903163024595311,0.04809619238476953,0.00010976477766534546,0.0008256730835182304
42,0,4,0.22293963253547225,0.21643286573146292,0.0038001127028230797,0.002706654101186255
43,1,1,0.15136856247690253,0.14829659318637273,0.0011663354514921498,0.001905633839037663
44,1,2,0.30693980301191176,0.29659318637274545,0.006774720408997194,0.0035718962301691335
45,1,1,0.10646532930009406,0.10420841683366733,0.0008191788077154358,0.00143773365871129
46,0,4,0.19024073607741815,0.1843687374749499,0.0034813690291338184,0.0023906295733344476
47,1,3,0.23941569666781526,0.23246492985971942,0.004096576885821108,0.0028541899222747484
48,1,2,0.2654769551974988,0.2565130260521042,0.005851300450066278,0.003112628695328359
49,1,2,0.20934582212444988,0.20440881763527052,0.0024382341239773406,0.0024987703652020266
50,0,4,0.160160648792227,0.156312625250501,0.0017903522051013752,0.0020576713366246197
51,1,1,0.22833164850434434,0.22044088176352702,0.005079433352007717,0.002811333388809605
52,1,1,0.2223608758095497,0.21643286573146292,0.003224447267933154,0.002703562810153596
53,1,1,0.2641654713039686,0.2565130260521042,0.004595851906068787,0.003056593345795653
54,1,1,0.20971155719279433,0.20440881763527052,0.0027742332879344906,0.0025285062695893225
55,1,1,0.16392554825590752,0.16032064128256512,0.001537278392849107,0.0020676285804932925
56,0,4,0.14320694654982982,0.1402805611222445,0.0010860128858663862,0.0018403725417189642
57,0,4,0.27469081523576544,0.26452905811623245,0.006895892825609084,0.0032658642939239076
58,1,2,0.22203142928147657,0.21643286573146292,0.0029265075142444878,0.00267205603576918
59,0,4,0.18179600853731626,0.17635270541082163,0.0031701660272477486,0.0022731370992468826
60,1,3,0.18518882823683752,0.18036072144288576,0.0025278933782736496,0.00230021341567812
61,1,3,0.20576715491849118,0.2004008016032064,0.0028963194469062135,0.0024700338683785648
62,1,3,0.20159686395460386,0.19639278557114226,0.0027699511686186287,0.002434127214842969
63,1,3,0.20624328911456832,0.2004008016032064,0.0033159245145232053,0.00252656299683873
64,0,4,0.09828258003924259,0.09619238476953906,0.0007107494917911455,0.0013794457779123747
65,1,2,0.1558353064354785,0.15230460921843686,0.0015726466259098552,0.001958050591131765
66,1,2,0.14799945814895119,0.1442885771543086,0.0018073818402653,0.0019034991543772986
67,1,3,0.1644532327416087,0.16032064128256512,0.002055606890008639,0.0020769845690349477
68,1,3,0.11077433104637371,0.10821643286573146,0.001031183532732744,0.0015267146479095092
69,0,4,0.1840686290788798,0.18036072144288576,0.0014345305457403967,0.002273377090253652
70,1,3,0.1519830829989989,0.14829659318637273,0.0017430132660011721,0.001943476546624996
71,1,3,0.08163882781462982,0.08016032064128256,0.0002901645265955296,0.001188342646751728
72,1,3,0.21054788925256065,0.20440881763527052,0.0035947343231525646,0.0025443372941375596
73,0,4,0.16044952049359537,0.156312625250501,0.0020878103941951724,0.0020490848488992188
74,0,4,0.21506231417815105,0.20841683366733466,0.00399181450168373,0.002653666009132658
75,0,4,0.1950830181963884,0.18837675350701402,0.004252373776282951,0.002453890913091422
76,1,1,0.13107826408404505,0.1282565130260521,0.0011060483725798167,0.0017157026854131264
77,0,3,0.15586877025050405,0.15230460921843686,0.001590020451464702,0.0019741405806024824
78,1,1,0.10223217614216949,0.1002004008016032,0.0006339070224813278,0.0013978683180849655
79,1,1,0.2056642308755709,0.2004008016032064,0.0027943898819023007,0.002469039390462188
80,0,4,0.14786455113864516,0.1442885771543086,0.0016524522228200712,0.0019235217615165006
81,1,2,0.17751642142215354,0.1723446893787575,0.0029541392112732274,0.002217592832122821
82,1,2,0.24428376163197996,0.23647294589178355,0.004906595024172336,0.002904220716024045
83,0,4,0.1896978264267758,0.1843687374749499,0.002983163284322024,0.002345925667503894
84,1,1,0.15670199890901426,0.15230460921843686,0.002369899495014645,0.002027490195562753
85,1,1,0.2224007741839382,0.21643286573146292,0.003326233021535808,0.0026416754309394734
86,1,3,0.1809654146751905,0.17635270541082163,0.0023765654726112086,0.002236143791757676
87,1,3,0.14770802295991634,0.1442885771543086,0.001538580345778526,0.0018808654598292092
88,1,3,0.2849276681899537,0.27655310621242485,0.005042916440262146,0.0033316455372666633
89,1,3,0.2277999558443564,0.22044088176352702,0.0046256645042104805,0.002733409576618871
90,1,1,0.16023902987985525,0.156312625250501,0.0019115203719542258,0.0020148842574000438
91,1,2,0.21900309473460922,0.2124248496993988,0.003947472812712533,0.0026307722224978873
92,1,1,0.3370264037037488,0.3246492985971944,0.00852381309281583,0.0038532920137386247
93,1,3,0.12690571339546955,0.12424849699398796,0.00099219493638537,0.0016650214650962272
94,1,1,0.2691850048842509,0.2605210420841683,0.005491738633186343,0.003172224166896196
95,1,2,0.18859034604373925,0.1843687374749499,0.0019390166804276769,0.0022825918883616894
96,1,2,0.20592200237173833,0.2004008016032064,0.003032773373766327,0.002488427394765603
97,1,1,0.11843705337545234,0.11623246492985971,0.0006587245736463788,0.0015458638719462424
98,1,1,0.1890771069686418,0.1843687374749499,0.0023661230675956425,0.0023422464260962703
99,1,3,0.24908483789341676,0.24048096192384769,0.005595161635811365,0.003008714333757719
100,1,3,0.09018063246465258,0.08817635270541081,0.0007037056228310911,0.0013005741364106689
101,1,1,0.09413231558002798,0.09218436873747494,0.0006205138505134295,0.0013274329920396097
102,1,1,0.2724209497950023,0.26452905811623245,0.004740602242807652,0.003151289435962223
103,1,1,0.2350193844659203,0.2284569138276553,0.0037572939215051063,0.0028051767167598966
104,1,1,0.1808651227023875,0.17635270541082163,0.0022264267818274276,0.0022859905097384293
105,1,3,0.12325685021836125,0.12024048096192384,0.00134838946953948,0.0016679797868979266
106,1,1,0.16845305765376992,0.16432865731462926,0.001978361750755579,0.002146038588385091
107,1,1,0.12684976274944373,0.12424849699398796,0.0009373962738394304,0.0016638694816163454
108,1,2,0.1601432569474369,0.156312625250501,0.0018206518234386503,0.0020099798734972306
109,1,1,0.1389052664015397,0.13627254509018036,0.0008748425273150778,0.0017578787840442675
110,1,2,0.21144754895504683,0.20440881763527052,0.004443884754378314,0.002594846565397997
111,1,1,0.15973262617423103,0.156312625250501,0.0013992435272124854,0.002020757396517565
112,0,4,0.10261680104882222,0.1002004008016032,0.000979447815076678,0.0014369524321423384
113,1,2,0.26136378188661546,0.25250501002004005,0.005790259741865188,0.0030685121247102237
114,1,2,0.2300791942611948,0.22444889779559116,0.002894390087653869,0.0027359063779497724
115,1,2,0.24380610338081715,0.23647294589178355,0.004438199020756604,0.00289495846827699
116,1,1,0.4069986421668709,0.3887775551102204,0.013610673244317141,0.004610413812333416
117,1,2,0.16489242528152823,0.16032064128256512,0.0025182934811433947,0.0020534905178196876
118,1,3,0.1895637029047148,0.1843687374749499,0.002836637925308861,0.002358327504456056
119,0,3,0.053076939677750005,0.052104208416833664,8.606461819622711e-05,0.000886666642720112
120,1,1,0.1023757688914942,0.1002004008016032,0.0007597150242252722,0.001415653065665743
121,0,4,0.1686128411336296,0.16432865731462926,0.0021497370762265317,0.0021344467427737903
122,1,1,0.23181720040824222,0.22444889779559116,0.004576323300703747,0.002791979311947301
123,0,4,0.06131062256692496,0.06012024048096192,0.0002207994277476744,0.0009695826582153683
124,1,2,0.17590152612075072,0.1723446893787575,0.001416097152173584,0.0021407395898196424
125,1,2,0.20055792258695343,0.19639278557114226,0.0017605552344517065,0.0024045817813594713
126,0,4,0.1518663499167207,0.14829659318637273,0.0016181447804220722,0.0019516119499259073
127,1,1,0.22683394113713032,0.22044088176352702,0.003657404549257481,0.0027356548243458083
128,1,2,0.22244883417953817,0.21643286573146292,0.0033580232538519524,0.002657945194223305
129,1,2,0.1716456205789574,0.16833667334669336,0.0012110252559128381,0.0020979219763511935
130,1,3,0.24412406214213328,0.23647294589178355,0.004737233708327028,0.002913882542022713
131,1,3,0.21940305773888857,0.2124248496993988,0.004330581432290763,0.002647626607199035
132,1,2,0.20980016312894736,0.20440881763527052,0.002867006087117189,0.002524339406559667
133,1,1,0.2849157813210144,0.27655310621242485,0.005060391670580543,0.00330228343800905
134,1,1,0.21073373646305799,0.20440881763527052,0.0037493270320731378,0.002575591795714326
135,1,1,0.18572115431585445,0.18036072144288576,0.003040911702962798,0.002319521170005879
136,1,2,0.05331077870205896,0.052104208416833664,0.0002947918164917219,0.0009117784687335715
137,1,3,0.17684020533964667,0.1723446893787575,0.002284276029198581,0.0022112399316905973
138,1,2,0.08153199119733183,0.08016032064128256,0.0002182908854488407,0.0011533796706004384
139,1,3,0.0367854489992532,0.03607214428857715,0.0,0.0007133047106760528
140,1,1,0.197631701985092,0.19238476953907813,0.0028257425828007027,0.0024211898632131687
141,1,3,0.19371406976525843,0.18837675350701402,0.0029037811206327497,0.0024335351376116557
142,1,2,0.16867297285766883,0.16432865731462926,0.002249887175199654,0.002094428367839897
143,1,3,0.05714094391467357,0.05611222444889779,0.00012317894557479573,0.0009055405202009902
144,1,1,0.2140129499051919,0.20841683366733466,0.003023856274243185,0.0025722599636140635
145,1,3,0.19376659261348922,0.18837675350701402,0.0029776525312544557,0.002412186575220745
146,1,1,0.213835993968015,0.20841683366733466,0.0028344108373948435,0.0025847494632855197
147,1,1,0.20567421962426274,0.2004008016032064,0.00276394601922296,0.002509472001833374
148,0,4,0.1025952273711289,0.1002004008016032,0.0009466423488121725,0.0014481842207135398
149,1,3,0.16839694521219326,0.16432865731462926,0.0019877428608381657,0.0020805450367258364
150,1,2,0.06527619630475431,0.06412825651302605,0.00012888122106648013,0.0010190585706617858
151,1,3,0.10627403592417094,0.10420841683366733,0.0006304610591402556,0.0014351580313633448
152,1,2,0.18048364613489068,0.17635270541082163,0.00192481730577834,0.002206123418290718
153,0,4,0.20264618046284277,0.19639278557114226,0.003700296528973338,0.002553098362727172
154,1,2,0.16795328098549397,0.16432865731462926,0.0015589411885218848,0.002065682482342853
155,1,3,0.17746627303966211,0.1723446893787575,0.002910058305028448,0.0022115253558761846
156,0,4,0.20615600678780036,0.2004008016032064,0.003259314149822504,0.0024958910347714644
157,1,2,0.1730734028224628,0.16833667334669336,0.0025679862360259093,0.002168743239743542
158,1,2,0.21884312513995707,0.2124248496993988,0.003796723538653435,0.0026215519019048682
159,1,2,0.25228981020503677,0.2444889779559118,0.004844374966918807,0.0029564572822061838
160,1,1,0.15612526579053898,0.15230460921843686,0.0018513379992122461,0.0019693185728898764
161,0,4,0.1987162583891903,0.19238476953907813,0.003879565815249858,0.002451923034862293
162,1,1,0.08604944145121537,0.08416833667334668,0.0006218573453671144,0.0012592474325015877
163,1,3,0.22768837682399432,0.22044088176352702,0.004494695761814708,0.0027527992986525773
164,1,1,0.08595950025211153,0.08416833667334668,0.0005657089266319043,0.0012254546521329407
165,1,2,0.2967719607978835,0.2885771543086172,0.004780095641948212,0.003414710847318084
166,1,2,0.18069294916955841,0.17635270541082163,0.0021165351973849622,0.002223708561351825
167,1,2,0.21745853106546867,0.2124248496993988,0.002435653173487364,0.002598028192582499
168,1,3,0.2574123267973175,0.24849699398797592,0.005832455472329394,0.003082877337012163
169,0,4,0.11063167128688212,0.10821643286573146,0.0008754090862938296,0.0015398293348568284
170,1,2,0.1929651198369008,0.18837675350701402,0.0022571658774426817,0.002331200452444089
171,0,4,0.09816146073579626,0.09619238476953906,0.0005886217765350205,0.0013804541897221817
172,1,3,0.22333971997407653,0.21643286573146292,0.0041815374191806805,0.0027253168234329457
173,1,1,0.13089945902238426,0.1282565130260521,0.0009514402288157582,0.0016915057675163858
174,1,1,0.3440302506696487,0.3286573146292585,0.011337772425433485,0.0040351636149566815
175,1,2,0.23175114835838884,0.22444889779559116,0.004537105590064106,0.002765144972733578
176,1,3,0.11880489591426253,0.11623246492985971,0.0009850765285953438,0.0015873544558074777
177,1,1,0.20588529578789933,0.2004008016032064,0.0029613846497387585,0.002523109534954176
178,0,4,0.17287894787409494,0.16833667334669336,0.0023511954766170903,0.0021910790507845045
179,0,4,0.2186777577995013,0.2124248496993988,0.0035792000640749457,0.0026737080360275797
180,0,4,0.05717788460690264,0.05611222444889779,0.0001351704592967947,0.000930489698708053
181,0,4,0.25208010012537563,0.2444889779559118,0.004627075869448052,0.002964046300015784
182,1,2,0.2725031941923332,0.26452905811623245,0.004843655532315664,0.0031304805437850996
183,1,1,0.17201127375044095,0.16833667334669336,0.0015368564534455934,0.0021377439503020086
184,1,3,0.17243135031406415,0.16833667334669336,0.0019076945850098617,0.002186982382360932
185,1,1,0.12681495602694212,0.12424849699398796,0.0009268619195491617,0.0016395971134049894
186,1,1,0.10217293224864916,0.1002004008016032,0.0005870750974112361,0.0013854563496347363
187,1,2,0.27967612169117595,0.2725450901803607,0.0039005468841471097,0.00323048462666816
188,1,2,0.21833735633249207,0.2124248496993988,0.0032951638708340622,0.00261734276225923
189,0,4,0.33289725839868534,0.32064128256513025,0.008444229693216662,0.003811746140338411
190,1,2,0.12290812293391368,0.12024048096192384,0.001069626660522178,0.0015980153114676533
191,0,4,0.1350119135469438,0.13226452905811623,0.0009803823810567917,0.001767002107770776
192,1,3,0.0900629961502912,0.08817635270541081,0.0005860911729864989,0.0013005522718938936
193,1,3,0.11431766959446388,0.11222444889779558,0.0005700532447614149,0.001523167451906878
194,0,4,0.18572877355781633,0.18036072144288576,0.003030588795490471,0.0023374633194401043
195,1,2,0.24248480232988082,0.23647294589178355,0.003163557793934369,0.002848298644162877
196,1,3,0.21496162156604337,0.20841683366733466,0.0038879720931378117,0.0026568158055708907
197,1,1,0.03683819557544069,0.03607214428857715,5.962778813239852e-05,0.0007064234987311463
198,1,3,0.0898439434265325,0.08817635270541081,0.0003896160850596811,0.0012779746360620154
199,1,3,0.13117056334274993,0.1282565130260521,0.0011718106423539076,0.0017422396743439332
200,1,2,0.1351460709242575,0.13226452905811623,0.001149328869341497,0.001732212996799801
201,1,2,0.05716168025101794,0.05611222444889779,0.00014574274949281018,0.0009037130526273406
202,1,3,0.18895767889936865,0.1843687374749499,0.0022324370279600166,0.002356504396458739
203,1,3,0.1682191566749041,0.16432865731462926,0.0018038582969245756,0.0020866410633502757
204,1,1,0.1932298410743178,0.18837675350701402,0.0024865647241733976,0.002366522843130386
205,1,1,0.09022391884718675,0.08817635270541081,0.0007376331396984026,0.0013099330020775305
206,1,2,0.16805585896400876,0.16432865731462926,0.0016700206198352224,0.0020571810295442637
207,1,1,0.25619865482109333,0.24849699398797592,0.00464769371193545,0.0030539671211819628
208,1,2,0.29416884399604826,0.28456913827655306,0.0061719290832323815,0.0034277766362628068
209,1,1,0.11464382434092206,0.11222444889779558,0.0008786522925524702,0.0015407231505740037
210,1,2,0.20074846946389446,0.19639278557114226,0.0019737326069634736,0.0023819512857887063
211,0,4,0.09000314325262156,0.08817635270541081,0.0005653260370024729,0.001261464510208267
212,1,2,0.2595823236226408,0.25250501002004005,0.0040708188927466695,0.0030064947098540126
213,0,4,0.04901151113407878,0.04809619238476953,8.634173232085701e-05,0.0008289770169883941
214,1,1,0.10595183696955221,0.10420841683366733,0.0003260339137443214,0.001417386222140556
215,1,1,0.15146004014814834,0.14829659318637273,0.0012544096082763646,0.0019090373534992565
216,1,3,0.1945492496908229,0.18837675350701402,0.003740923453411642,0.0024315727303972404
217,0,4,0.07762840381328871,0.07615230460921843,0.00030748945195930053,0.0011686097521109884
218,1,3,0.09811955103609726,0.09619238476953906,0.0005661259520992286,0.0013610403144589697
219,1,2,0.2222677317927474,0.21643286573146292,0.003188475678914767,0.0026463903823697225
220,0,4,0.27082186241401557,0.2605210420841683,0.007027883200027843,0.003272937129819409
221,1,1,0.13895279831770843,0.13627254509018036,0.0008754862308359214,0.0018047669966921513
222,0,4,0.14396386904733832,0.1402805611222445,0.001789498546678532,0.0018938093784153058
223,0,4,0.02056507401266009,0.02004008016032064,0.0,0.0005249938523394517
224,1,1,0.053030793597450214,0.052104208416833664,5.1802207364955864e-05,0.000874782973251594
225,1,3,0.08977464352486499,0.08817635270541081,0.00035432470869268645,0.001243966110761485
226,0,4,0.10213728389238194,0.1002004008016032,0.000549698917918987,0.0013871841728597565
227,1,1,0.15196869234668806,0.14829659318637273,0.0017297451772646548,0.0019423539830506695
228,0,4,0.16870473624969218,0.16432865731462926,0.00223588947301054,0.0021401894620523966
229,0,4,0.21869213557572384,0.2124248496993988,0.0036153489183906842,0.0026519369579343696
230,1,3,0.27851036683242675,0.2685370741482966,0.0067148330524328505,0.003258459631697278
231,1,1,0.09023114116583711,0.08817635270541081,0.0007739505491068618,0.001280837911319427
232,0,3,0.020559245915682974,0.02004008016032064,0.0,0.000519165755362335
233,0,4,0.32482154215188774,0.312625250501002,0.008431327782601925,0.0037649638682838637
234,1,1,0.21396692842505385,0.20841683366733466,0.002965184044347236,0.0025849107133719736
235,1,2,0.15539275166754357,0.15230460921843686,0.0011374541963964236,0.0019506882527102858
236,1,1,0.061299515501810314,0.06012024048096192,0.00020214389458048454,0.0009771311262679015
237,1,2,0.18457239967184344,0.18036072144288576,0.0019483809207698631,0.002263297308187807
238,1,2,0.20185693116631992,0.19639278557114226,0.003012492134617497,0.0024516534605601736
239,1,3,0.2568040529365285,0.24849699398797592,0.005240428431218192,0.003066630517334417
240,0,4,0.15207893537024955,0.14829659318637273,0.0018251763290690903,0.001957165854807745
241,1,1,0.1310803749432465,0.1282565130260521,0.001091593117192567,0.0017322688000018446
242,1,2,0.14800102814549243,0.1442885771543086,0.0018106182354801616,0.001901832755703681
243,0,4,0.13942843751949863,0.13627254509018036,0.0013415993301507225,0.0018142930991675655
244,1,1,0.17221347191114478,0.16833667334669336,0.0017396008502441906,0.0021371977142072176
245,1,3,0.21049509686389697,0.20440881763527052,0.0035263781760374695,0.0025599010525890055
246,0,4,0.1142774064371974,0.11222444889779558,0.0005231102514204945,0.001529847287981335
247,0,4,0.23981516422606636,0.23246492985971942,0.004500343747858714,0.002849890618488216
248,0,4,0.24792910301720025,0.24048096192384769,0.00447796705946772,0.002970174033884855
249,1,2,0.2519627780844195,0.2444889779559118,0.004507073349526221,0.002966726778981502
250,1,3,0.1933675348188533,0.18837675350701402,0.002593645818114646,0.002397135493724632
251,0,4,0.15594188857032013,0.15230460921843686,0.0016455968417306466,0.0019916825101525966
252,1,1,0.18954050277194576,0.1843687374749499,0.002822119951071587,0.002349645345924285
253,1,1,0.2060102750353991,0.2004008016032064,0.0030871944015009416,0.0025222790306917778
254,1,2,0.11859489763212867,0.11623246492985971,0.0008160039867998475,0.0015464287154691183
255,0,4,0.23907243449303625,0.23246492985971942,0.003740448644904338,0.0028670559884125093
256,1,1,0.26857551081911096,0.2605210420841683,0.004888003204524675,0.003166465530418007
257,1,2,0.11009169975709698,0.10821643286573146,0.00041053743805081165,0.001464729453314711
258,1,3,0.13118503619154112,0.1282565130260521,0.001195737661061539,0.001732785504427479
259,1,3,0.2061400855773006,0.2004008016032064,0.003256594178502411,0.0024826897955917914
260,0,4,0.18110824919383903,0.17635270541082163,0.002532100692893485,0.002223443090123921
261,0,4,0.11455586685148554,0.11222444889779558,0.0007944126684463463,0.0015370052852436127
262,1,2,0.15539013438075763,0.15230460921843686,0.00113265935315299,0.001952865809167796
263,1,2,0.2219830265958882,0.21643286573146292,0.0029150025611320964,0.0026351583032931877
264,1,3,0.1642965014414896,0.16032064128256512,0.0019074748457814903,0.002068385313142976
265,0,4,0.2825863205653409,0.2725450901803607,0.0066948081829772774,0.0033464222020028506
266,1,1,0.23924173565168697,0.23246492985971942,0.00394611424837394,0.002830691543593602
267,1,3,0.22653914802047598,0.22044088176352702,0.003390703851379253,0.002707562405569715
268,1,3,0.1807169766952221,0.17635270541082163,0.0020939513391349737,0.0022703199452654846
269,1,2,0.20095264385838468,0.19639278557114226,0.0021127853742116277,0.0024470729130307758
270,0,4,0.19831451005858142,0.19238476953907813,0.0034975101947976716,0.002432230324705638
271,1,2,0.23087400248566498,0.22444889779559116,0.0036896739278870013,0.0027354307621868207
272,0,4,0.3371095233197027,0.3246492985971944,0.008591896767289678,0.003868327955218655
273,1,2,0.14741064491422434,0.1442885771543086,0.0012402666230611735,0.0018818011368545852
274,0,4,0.189989701237111,0.1843687374749499,0.0032604939428331156,0.002360469819327992
275,1,3,0.1144024774707892,0.11222444889779558,0.0006570371990809478,0.0015209913739126788
276,1,2,0.26438127744099926,0.2565130260521042,0.004780963295967377,0.0030872880929277134
277,0,4,0.1516817703410089,0.14829659318637273,0.0014343929625281208,0.0019507841921080748
278,0,3,0.20137755465682913,0.19639278557114226,0.002504364085959538,0.0024804049997273533
279,1,2,0.2357753543048703,0.2284569138276553,0.004450469360943343,0.0028679711162716433
280,0,4,0.18473030908979726,0.18036072144288576,0.002101402196128258,0.0022681854507832604
281,1,2,0.19693556843290702,0.19238476953907813,0.0021912038355199636,0.0023595950583089453
282,0,4,0.10264485802285418,0.1002004008016032,0.0009706355844091534,0.0014738216368418303
283,1,3,0.12705015134785586,0.12424849699398796,0.0011472704423748153,0.0016543839114930908
284,1,3,0.1229396671676152,0.12024048096192384,0.0010742691371500906,0.00162491706854127
285,0,4,0.22870056091058552,0.22044088176352702,0.005416399296042922,0.002843279851015581
286,1,1,0.09818244567133283,0.09619238476953906,0.0006259257965374807,0.0013641351052562957
287,0,4,0.19720709014609797,0.19238476953907813,0.0023964272115927616,0.0024258933954270836
288,1,3,0.16433877500140529,0.16032064128256512,0.001970631538386374,0.0020475021804537974
289,1,2,0.14773348889911495,0.1442885771543086,0.0015710307892182864,0.001873880955588065
290,1,1,0.18492311928429658,0.18036072144288576,0.0022752031460886953,0.0022871946953221165
291,1,1,0.17672103385294924,0.1723446893787575,0.0021481059918870213,0.002228238482304728
292,0,4,0.15203694101716558,0.14829659318637273,0.001797386103186783,0.0019429617276060683
293,1,2,0.06518930260935413,0.06412825651302605,7.452338488855762e-05,0.0009865227114395252
294,1,2,0.33956480226116414,0.3286573146292585,0.007062785984705864,0.0038447016471997567
295,0,4,0.0653338965618069,0.06412825651302605,0.00020657783917370716,0.0009990622096071491
296,1,3,0.15184716338958543,0.14829659318637273,0.001610893877906653,0.0019396763253060221
297,1,1,0.3027708244857343,0.2925851703406813,0.0066705068759195475,0.0035151472691334145
298,1,1,0.2605032877269772,0.25250501002004005,0.004924457117876459,0.003073820589060646
299,0,4,0.09411814089836805,0.09218436873747494,0.0005798738436734488,0.001353898317219656
300,1,2,0.164182903012389,0.16032064128256512,0.0018138938547856683,0.0020483678750382035
301,1,1,0.15580228159759998,0.15230460921843686,0.0015261038607656294,0.001971568518397487
302,0,4,0.2231917148163958,0.21643286573146292,0.0040262237823201295,0.0027326253026127433
303,1,2,0.23055936944771843,0.22444889779559116,0.0033956190343521664,0.0027148526177751043
304,0,4,0.06127550635097875,0.06012024048096192,0.00019867863500182685,0.0009565872350150036
305,1,2,0.1851533580425428,0.18036072144288576,0.0025287246924894455,0.002263911907167607
306,0,4,0.11457951443844248,0.11222444889779558,0.0008268951274339135,0.0015281704132129887
307,1,2,0.21347084345611828,0.20841683366733466,0.0025003007124266763,0.0025537090763569237
308,0,4,0.09371288872632934,0.09218436873747494,0.00021422850341582604,0.0013142914854385726
309,1,2,0.22612735122640448,0.22044088176352702,0.0029961778861437092,0.002690291576733747
310,1,1,0.12684136249937952,0.12424849699398796,0.0009139732121165332,0.0016788922932750201
311,0,4,0.08184347273977975,0.08016032064128256,0.0004472499342341465,0.0012359021642630425
312,1,3,0.14353980891753443,0.1402805611222445,0.0013919359814801992,0.0018673118138097609
313,1,1,0.3273566327970256,0.3166332665330661,0.006951313754604741,0.003772052509354732
314,0,4,0.14765007252320878,0.1442885771543086,0.0014691685225937496,0.0018923268463064296
315,1,2,0.07754695256807331,0.07615230460921843,0.00027027511548051864,0.0011243728433743701
316,0,4,0.11900059873945246,0.11623246492985971,0.001181358304265602,0.0015867755053271377
317,1,1,0.15193083064832197,0.14829659318637273,0.0017068452698122143,0.0019273921921370324
318,0,4,0.08172999806117674,0.08016032064128256,0.0003817604770784795,0.0011879169428156977
319,1,2,0.18101163567953454,0.17635270541082163,0.002404392161596687,0.0022545381071162264
320,1,1,0.07765585010866659,0.07615230460921843,0.00034313812723418157,0.0011604073722139689
321,1,2,0.09377413406131141,0.09218436873747494,0.0003048556568055276,0.0012849096670309265
322,0,4,0.061338078600255794,0.06012024048096192,0.00024368327713656,0.0009741548421573149
