,trust,group,score,dc_score,bc_score,pr_score
323,1,3,0.1271287692456464,0.12424849699398796,0.0012234296400972086,0.0016568426115612447
324,1,2,0.11857570453665203,0.11623246492985971,0.000807478779271164,0.0015357608275211603
325,1,1,0.24705855269049007,0.24048096192384769,0.003674635243497377,0.002902955523145002
326,1,1,0.118514015390832,0.11623246492985971,0.0006984500732944146,0.0015831003876778747
327,1,2,0.10217799416454063,0.1002004008016032,0.0005949071323655121,0.0013826862305719198
328,1,1,0.05720163215439884,0.05611222444889779,0.00017390981196515516,0.0009154978935358963
329,0,4,0.057380683792895855,0.05611222444889779,0.0003220313998767611,0.0009464279441213022
330,1,2,0.19835893605729127,0.19238476953907813,0.0035539965035805733,0.0024201700146325666
331,1,1,0.2117962222611887,0.20440881763527052,0.004751516830095695,0.002635887795822474
332,0,4,0.13911097843164,0.13627254509018036,0.001050946774132942,0.0017874865673266952
333,1,3,0.18128877214804517,0.17635270541082163,0.002675640342933656,0.0022604263942898987
334,1,3,0.10232623882825222,0.1002004008016032,0.0006998872123350751,0.0014259508143139401
335,0,4,0.1646131565784262,0.16032064128256512,0.002206620608346498,0.0020858946875145826
336,1,2,0.1683204332790767,0.16432865731462926,0.0019007399925330098,0.0020910359719144202
337,1,3,0.11420866306632878,0.11222444889779558,0.00045424780315232656,0.0015299663653808734
338,0,3,0.09838491414339053,0.09619238476953906,0.0008268553635634446,0.0013656740102880203
339,0,4,0.0003020539669756008,0.0,0.0,0.0003020539669756008
340,1,2,0.03280447664422787,0.03206412825651302,7.285088193976766e-05,0.0006674975057750763
341,0,4,0.03689702686440866,0.03607214428857715,0.00010482946655507242,0.0007200531092764406
342,1,2,0.07773166135379111,0.07615230460921843,0.00042697465428582907,0.00115238209028685
343,0,4,0.15193827658892595,0.14829659318637273,0.0017058594722332333,0.0019358239303199926
344,0,4,0.15216035139772838,0.14829659318637273,0.001906871611154441,0.00195688660020122
345,1,3,0.1683836643416515,0.16432865731462926,0.0019560470682855936,0.0020989599587366626
346,1,1,0.1850742425960044,0.18036072144288576,0.0023963540720756574,0.002317167081042987
347,0,4,0.1683494189011323,0.16432865731462926,0.0019287531550045305,0.002092008431498501
348,1,1,0.0936959465059893,0.09218436873747494,0.0002274366730203173,0.0012841410954940332
349,0,4,0.15543730988993426,0.15230460921843686,0.0011613524165332162,0.001971348254964163
350,1,3,0.2181873390868122,0.2124248496993988,0.0030749916736017217,0.0026874977138116813
351,0,4,0.14031439879469518,0.13627254509018036,0.0021809101730928854,0.0018609435314219307
352,1,2,0.09838061769664154,0.09619238476953906,0.0008245436231735271,0.0013636893039289588
353,1,2,0.23455793786956422,0.2284569138276553,0.003324198183017578,0.0027768258588913605
354,0,4,0.10718969011939404,0.10420841683366733,0.0014704244584135336,0.0015108488273131789
355,1,3,0.0942543101575686,0.09218436873747494,0.0006888893637973877,0.0013810520562962648
356,1,3,0.1680358148097908,0.16432865731462926,0.0016208540505919598,0.002086303444569591
357,1,3,0.11528474519214658,0.11222444889779558,0.001457834700558324,0.0016024615937926799
358,1,1,0.08995374614376318,0.08817635270541081,0.0005014672934717065,0.0012759261448806619
359,1,2,0.13497960327078604,0.13226452905811623,0.0009940959109563437,0.0017209783017134678
360,1,1,0.07746180656418163,0.07615230460921843,0.0001947987818423928,0.0011147031731208094
361,0,4,0.11876274292370036,0.11623246492985971,0.0009214563214533509,0.0016088216723873015
362,1,3,0.08166719040607517,0.08016032064128256,0.00032279693435470724,0.0011840728304379137
363,0,4,0.16839403370463865,0.16432865731462926,0.0019749120762014,0.0020904643138080015
364,1,3,0.04508488231018195,0.044088176352705406,0.00018273398328038604,0.000813971974196155
365,0,4,0.14405775225166273,0.1402805611222445,0.0018940815421840326,0.0018831095872342087
366,1,2,0.13041467632992354,0.1282565130260521,0.0005042586741687218,0.0016539046297027083
367,1,1,0.1722629447626625,0.16833667334669336,0.001771862588076277,0.002154408827892867
368,0,4,0.12318496899875549,0.12024048096192384,0.001280143431096108,0.0016643446057355241
369,1,2,0.09370026425638803,0.09218436873747494,0.00024266290649109295,0.0012732326124219918
370,0,4,0.09848942245063588,0.09619238476953906,0.0008990953410832494,0.001397942340013572
371,1,1,0.1066690667222153,0.10420841683366733,0.001000997198285958,0.0014596526902619996
372,0,4,0.17657207160066893,0.1723446893787575,0.0019900542645073117,0.0022373279574041207
373,1,1,0.1970451271808544,0.19238476953907813,0.0022630257733571037,0.002397331868419181
374,1,1,0.0003020539669756008,0.0,0.0,0.0003020539669756008
375,1,2,0.21738931570416714,0.2124248496993988,0.002384510627970085,0.00257995537679829
376,1,1,0.17734465485502948,0.1723446893787575,0.002779508153402655,0.0022204573228693297
377,1,2,0.11870565150498572,0.11623246492985971,0.0009079858929088582,0.0015652006822171466
378,1,3,0.16435501362689234,0.16032064128256512,0.001968861414888443,0.002065510929438768
379,1,2,0.1558443890915828,0.15230460921843686,0.0015980355037458695,0.0019417443694000613
380,1,2,0.20047136629467555,0.19639278557114226,0.0016826821106711882,0.0023958986128621157
381,1,3,0.09874441428387502,0.09619238476953906,0.0011589812379859325,0.0013930482763500332
382,0,4,0.23143469609886322,0.22444889779559116,0.004181517999993552,0.002804280303278509
383,0,4,0.05322480941765593,0.052104208416833664,0.00022075367288948615,0.0008998473279327796
384,0,4,0.16019610949374474,0.156312625250501,0.0018497027029955903,0.0020337815402481515
385,1,1,0.07757345354150377,0.07615230460921843,0.0002704430290715359,0.0011507059032138168
386,1,2,0.0816950433395829,0.08016032064128256,0.00036561253220482136,0.0011691101660955131
387,1,2,0.1686259123136092,0.16432865731462926,0.0022089692364210536,0.0020882857625589063
388,1,1,0.22647006718229215,0.22044088176352702,0.0032900711408729824,0.0027391142778921437
389,1,2,0.16801414736259002,0.16432865731462926,0.0016155213552334828,0.0020699686927272746
390,1,1,0.22740709334320094,0.22044088176352702,0.004218347763261881,0.0027478638164120436
391,1,3,0.08162892781481004,0.08016032064128256,0.000262877717030913,0.0012057294564965675
392,1,2,0.15124081719730237,0.14829659318637273,0.0010537907399050745,0.0018904332710245656
393,1,2,0.16757867266951357,0.16432865731462926,0.0011925203635847542,0.0020574949912995654
394,1,1,0.10223557308077437,0.1002004008016032,0.0006038282014100317,0.0014313440777611484
395,1,3,0.1848051300328603,0.18036072144288576,0.0021716661474005966,0.0022727424425739527
396,1,1,0.12702739336253283,0.12424849699398796,0.0011157616382910173,0.001663134730253829
397,1,2,0.07761606785969342,0.07615230460921843,0.00034237114827105695,0.0011213921022039434
398,1,2,0.17308042692060724,0.16833667334669336,0.0025884857565087725,0.0021552678174051134
399,1,1,0.044950423566144176,0.044088176352705406,6.290457721239426e-05,0.0007993426362263771
400,1,1,0.04491340246280323,0.044088176352705406,4.3592378909169176e-05,0.0007816337311886551
401,0,4,0.1277476110872061,0.12424849699398796,0.0017793967368481848,0.0017197173563699378
402,1,2,0.09803068390388889,0.09619238476953906,0.000503264409019414,0.0013350347253304087
403,1,3,0.024611773123403194,0.024048096192384766,0.0,0.0005636769310184298
404,1,3,0.13509760861706058,0.13226452905811623,0.001070670530582376,0.0017624090283619698
405,0,4,0.044920814020359294,0.044088176352705406,3.636547365051996e-05,0.0007962721940033713
406,0,4,0.14327118491177038,0.1402805611222445,0.0011508357305006543,0.0018397880590252462
407,1,1,0.13099735831213394,0.1282565130260521,0.0010419034624936552,0.0016989418235881753
408,1,1,0.09378285080606973,0.09218436873747494,0.00029890808080308733,0.0012995739877917
409,0,4,0.13994247814188757,0.13627254509018036,0.0018091066274299355,0.0018608264242772708
410,0,4,0.06948381341588983,0.06813627254509018,0.0002870237073773504,0.0010605171634222958
411,1,2,0.12338537748340568,0.12024048096192384,0.0014927569097821906,0.0016521396116996444
412,1,2,0.10191793626034057,0.1002004008016032,0.0003465425089146563,0.001370992949822722
413,1,1,0.11427281470283579,0.11222444889779558,0.0005349724188671478,0.0015133933861730745
414,0,4,0.1695814993737338,0.16432865731462926,0.0030919008752342166,0.0021609411838703165
415,1,2,0.1271408570759742,0.12424849699398796,0.0012288595554289087,0.0016635005265573277
416,1,2,0.15553900470573145,0.15230460921843686,0.0012883328907895137,0.0019460625965050833
417,1,1,0.12263009880056035,0.12024048096192384,0.0007723766044953743,0.0016172412341411225
418,0,4,0.03677513454289743,0.03607214428857715,2.0870882170170943e-05,0.0006821193721501129
419,0,4,0.04491110682760565,0.044088176352705406,3.819277978937218e-05,0.0007847376951108714
420,0,4,0.1441050480453079,0.1402805611222445,0.0019456840892144727,0.0018788028338489605
421,1,2,0.15197979311584492,0.14829659318637273,0.001760562845860508,0.0019226370836116784
422,1,2,0.20954585584206709,0.20440881763527052,0.0026254734246353895,0.0025115647821611583
423,1,2,0.23884948577420992,0.23246492985971942,0.0035744128199057994,0.0028101430945846892
424,1,2,0.18403159087595652,0.18036072144288576,0.0014478062716760042,0.002223063161394743
425,1,3,0.13922146581941627,0.13627254509018036,0.0011312425672436015,0.0018176781619923372
426,0,4,0.06937859150652138,0.06813627254509018,0.00018003705142667086,0.0010622819100045235
427,1,3,0.16397469941786036,0.16032064128256512,0.001621958986535491,0.002032099148759724
428,0,4,0.1436107681765778,0.1402805611222445,0.0015053745628803566,0.0018248324914529497
429,0,4,0.09043413291309621,0.08817635270541081,0.0009457746786315718,0.001312005529053824
430,0,4,0.06981241074381986,0.06813627254509018,0.000584054968905367,0.0010920832298243043
431,1,2,0.06128245836342351,0.06012024048096192,0.00021695869744733825,0.0009452591850142505
432,1,1,0.07333482105619156,0.0721442885771543,0.00010809179518032873,0.001082440683856939
433,1,2,0.2772862241786544,0.2685370741482966,0.005545327461370488,0.003203822568987344
434,1,2,0.0368169692188378,0.03607214428857715,4.1360305675648575e-05,0.0007034646245850005
435,1,1,0.167756072680024,0.16432865731462926,0.0013602474792845957,0.002067167886110125
436,0,4,0.0941174918595753,0.09218436873747494,0.0006170282321458149,0.0013160948899545483
437,1,2,0.20639242920801773,0.2004008016032064,0.0035004449737561995,0.002491182631055123
438,1,2,0.1880230666979404,0.1843687374749499,0.0014019973168926884,0.0022523319060978168
439,1,1,0.19371849792843318,0.18837675350701402,0.0029620324163296538,0.0023797120050895286
440,1,3,0.2527240871873361,0.2444889779559118,0.0052171157064331885,0.003017993524991109
441,1,1,0.10223996371633202,0.1002004008016032,0.0006389731113584231,0.0014005898033704065
442,0,3,0.135732335301091,0.13226452905811623,0.0016735036322738303,0.001794302610700928
443,0,4,0.020576355175816945,0.02004008016032064,7.828586184865842e-06,0.0005284464293114405
444,1,3,0.1564576282310359,0.15230460921843686,0.0021462324233625448,0.002006786589236491
445,1,2,0.18528035160712178,0.18036072144288576,0.002639749282999737,0.0022798808812362964
446,1,3,0.11863501549499715,0.11623246492985971,0.0008207973291827845,0.0015817532359546534
447,1,3,0.10207961840820264,0.1002004008016032,0.0004873804454959753,0.0013918371611034643
448,1,3,0.06956793016742187,0.06813627254509018,0.00036255597065118847,0.0010691016516805023
449,1,1,0.07341644977834605,0.0721442885771543,0.00017871719547649844,0.0010934440057152432
450,1,2,0.2895064568018559,0.280561122244489,0.005612156025285105,0.0033331785320817983
451,0,4,0.0003020539669756008,0.0,0.0,0.0003020539669756008
452,0,4,0.11024950546099578,0.10821643286573146,0.0005629870096849494,0.0014700855855793774
453,1,3,0.11469115034480847,0.11222444889779558,0.0008998661304548165,0.0015668353165580674
454,1,2,0.25095978145414977,0.2444889779559118,0.0035536666336873956,0.002917136864550594
455,0,4,0.13602965540998485,0.13226452905811623,0.001942934665872582,0.0018221916859960307
456,0,4,0.10269212583635988,0.1002004008016032,0.0010562986126531836,0.0014354264221034898
457,0,4,0.14356055172616153,0.1402805611222445,0.0014303099669898374,0.001849680636927193
458,1,3,0.10201603312092916,0.1002004008016032,0.000429167271528941,0.001386465047797025
459,1,2,0.19044897049139334,0.1843687374749499,0.0037019127447629994,0.002378320271680437
460,1,3,0.11461978306099117,0.11222444889779558,0.0008303861206338417,0.001564948042561754
461,1,1,0.17773790519792454,0.1723446893787575,0.0031889765009435332,0.0022042393182234877
462,1,2,0.21033382139287082,0.20440881763527052,0.0033908441095074544,0.002534159648092844
463,1,2,0.057247617162271634,0.05611222444889779,0.00022113163733323665,0.0009142610760406086
464,1,1,0.18023464549952395,0.17635270541082163,0.001658785191731803,0.0022231548969705184
465,1,1,0.19724967468601237,0.19238476953907813,0.0024660233284794363,0.0023988818184547856
466,1,2,0.20472786638943336,0.2004008016032064,0.001885816609018922,0.0024412481772080378
467,0,4,0.24065427748218388,0.23246492985971942,0.005294759021585081,0.002894588600879366
468,0,4,0.07363468825271215,0.0721442885771543,0.0003887130620681266,0.001101686613489728
469,1,3,0.07379866245782081,0.0721442885771543,0.000531351819470996,0.0011230220611955165
470,1,3,0.0531304278985731,0.052104208416833664,0.00016554233870550857,0.0008606771430339293
471,0,4,0.04913858522709024,0.04809619238476953,0.0001873389959217138,0.0008550538463989938
472,1,3,0.10241080473936828,0.1002004008016032,0.0008113071995593648,0.0013990967382057225
473,1,2,0.20578520235257322,0.2004008016032064,0.0029043810723350574,0.0024800196770317514
474,1,1,0.11090280301654126,0.10821643286573146,0.0011289301159587753,0.0015574400348510272
475,1,3,0.08164973660224077,0.08016032064128256,0.0003117794482696052,0.0011776365126886035
476,0,4,0.1268455983492273,0.12424849699398796,0.0009358699442551688,0.0016612314109841486
477,1,2,0.15170997054415652,0.14829659318637273,0.0015055109330609827,0.0019078664247228288
478,1,1,0.07337963549578172,0.0721442885771543,0.00015220638088317068,0.001083140537744244
479,0,4,0.11886080809573812,0.11623246492985971,0.0010431590114201308,0.0015851841544582794
480,0,4,0.11915930159327721,0.11623246492985971,0.0013285123794121985,0.001598324284005304
481,1,1,0.040876193392639044,0.04008016032064128,3.092626997772271e-05,0.0007651068020200402
482,1,2,0.19697453452239852,0.19238476953907813,0.0022122417760417493,0.0023775232072786355
483,1,3,0.1270045181945323,0.12424849699398796,0.001084866022593846,0.0016711551779505038
484,0,3,0.1356971423728462,0.13226452905811623,0.0016709023439276816,0.0017617109708022794
485,0,4,0.1599865858553328,0.156312625250501,0.0016539902554285754,0.0020199703494032137
486,1,2,0.12683230707648321,0.12424849699398796,0.0009372339508853963,0.0016465761316098496
487,1,2,0.07763721488777253,0.07615230460921843,0.0003490279732039131,0.0011358823053501923
488,1,3,0.1474655790638805,0.1442885771543086,0.0012997227569668444,0.0018772791526050544
489,1,2,0.13471534655984704,0.13226452905811623,0.0007440794268545531,0.0017067380748762681
490,1,3,0.23172220988435216,0.22444889779559116,0.00444242028073484,0.0028308918080261784
491,0,4,0.07783687701892102,0.07615230460921843,0.0005051931371484223,0.0011793792725541727
492,0,4,0.0942257313216976,0.09218436873747494,0.000718189962105439,0.001323172622117218
493,1,3,0.13984958700018138,0.13627254509018036,0.0017514979282909863,0.0018255439817100247
494,0,4,0.04492401656781667,0.044088176352705406,4.482548644557518e-05,0.0007910147286656921
495,1,2,0.09818460263263387,0.09619238476953906,0.0006222177052718847,0.0013700001578229168
496,0,4,0.0003020539669756008,0.0,0.0,0.0003020539669756008
497,0,4,0.1308020851559794,0.1282565130260521,0.0008342933260709229,0.0017112788038563843
498,0,4,0.02870289143999124,0.028056112224448895,3.341982474782527e-05,0.0006133593907945188
499,1,3,0.13087445637575562,0.1282565130260521,0.0009255288537025695,0.0016924144960009575
